,SampleID,Env,Region,Contribution
SRR5602016,,Senior,Jiangsu,0.5271252
SRR5602016,,Young,Jiangsu,0.47287482
SRR5602092,,Senior,Jiangsu,0.5118642
SRR5602092,,Young,Jiangsu,0.4881359
SRR5602119,,Senior,Jiangsu,0.49150938
SRR5602119,,Young,Jiangsu,0.5084906
SRR5602125,,Senior,Jiangsu,0.030947268
SRR5602125,,Young,Jiangsu,0.96905273
SRR5602134,,Senior,Jiangsu,0.5634277
SRR5602134,,Young,Jiangsu,0.43657225
SRR5602138,,Senior,Jiangsu,0.5206149
SRR5602138,,Young,Jiangsu,0.47938502
SRR5602145,,Senior,Jiangsu,0.3986843
SRR5602145,,Young,Jiangsu,0.60131574
SRR5602155,,Senior,Jiangsu,0.562786
SRR5602155,,Young,Jiangsu,0.43721396
SRR5602159,,Senior,Jiangsu,0.51732296
SRR5602159,,Young,Jiangsu,0.48267704
SRR5602160,,Senior,Jiangsu,0.5454391
SRR5602160,,Young,Jiangsu,0.45456088
SRR5602168,,Senior,Jiangsu,0.03613028
SRR5602168,,Young,Jiangsu,0.9638697
SRR5602179,,Senior,Jiangsu,0.5099722
SRR5602179,,Young,Jiangsu,0.49002787
SRR5602182,,Senior,Jiangsu,0.56885314
SRR5602182,,Young,Jiangsu,0.4311469
SRR5602193,,Senior,Jiangsu,0.5137915
SRR5602193,,Young,Jiangsu,0.48620847
SRR5602210,,Senior,Jiangsu,0.5169849
SRR5602210,,Young,Jiangsu,0.48301512
SRR5602220,,Senior,Jiangsu,0.36070862
SRR5602220,,Young,Jiangsu,0.63929135
SRR5602234,,Senior,Jiangsu,0.5098353
SRR5602234,,Young,Jiangsu,0.49016467
SRR5602256,,Senior,Jiangsu,0.22859676
SRR5602256,,Young,Jiangsu,0.77140325
SRR5602260,,Senior,Jiangsu,0.5014091
SRR5602260,,Young,Jiangsu,0.49859083
SRR5602284,,Senior,Jiangsu,0.5688745
SRR5602284,,Young,Jiangsu,0.4311255
SRR5602290,,Senior,Jiangsu,0.028620778
SRR5602290,,Young,Jiangsu,0.9713793
SRR5602324,,Senior,Jiangsu,0.5195361
SRR5602324,,Young,Jiangsu,0.48046398
SRR5602333,,Senior,Jiangsu,0.03883007
SRR5602333,,Young,Jiangsu,0.96116996
SRR5602335,,Senior,Jiangsu,0.5338521
SRR5602335,,Young,Jiangsu,0.4661479
SRR5602345,,Senior,Jiangsu,0.56178236
SRR5602345,,Young,Jiangsu,0.43821767
SRR5602349,,Senior,Jiangsu,0.5115444
SRR5602349,,Young,Jiangsu,0.48845556
SRR5602351,,Senior,Jiangsu,0.5702206
SRR5602351,,Young,Jiangsu,0.4297794
C010,,Senior,Italy,0.49590218
C010,,Young,Italy,0.5040978
C012,,Senior,Italy,0.5608637
C012,,Young,Italy,0.43913636
C021,,Senior,Italy,0.572583
C021,,Young,Italy,0.42741698
C042,,Senior,Italy,0.13147831
C042,,Young,Italy,0.8685217
C052,,Senior,Italy,0.571735
C052,,Young,Italy,0.42826495
S010,,Senior,Italy,0.04565591
S010,,Young,Italy,0.9543441
S020,,Senior,Italy,0.5479086
S020,,Young,Italy,0.45209137
S030,,Senior,Italy,0.57246643
S030,,Young,Italy,0.42753354
S050,,Senior,Italy,0.4373892
S050,,Young,Italy,0.5626108
S080,,Senior,Italy,0.5725831
S080,,Young,Italy,0.42741695
S100,,Senior,Italy,0.23987402
S100,,Young,Italy,0.76012594
S110,,Senior,Italy,0.57133245
S110,,Young,Italy,0.4286675
S120,,Senior,Italy,0.5761319
S120,,Young,Italy,0.42386812
S130,,Senior,Italy,0.4996162
S130,,Young,Italy,0.50038373
S150,,Senior,Italy,0.02886584
S150,,Young,Italy,0.9711341
S180,,Senior,Italy,0.5714152
S180,,Young,Italy,0.42858478
S200,,Senior,Italy,0.5762586
S200,,Young,Italy,0.4237414
S210,,Senior,Italy,0.031245397
S210,,Young,Italy,0.9687546
S220,,Senior,Italy,0.54887414
S220,,Young,Italy,0.4511258
S240,,Senior,Italy,0.03364436
S240,,Young,Italy,0.9663557
S260,,Senior,Italy,0.5039564
S260,,Young,Italy,0.49604365
S280,,Senior,Italy,0.57130885
S280,,Young,Italy,0.42869112
S290,,Senior,Italy,0.107491925
S290,,Young,Italy,0.89250803
S320,,Senior,Italy,0.034987055
S320,,Young,Italy,0.96501297
S330,,Senior,Italy,0.5720876
S330,,Young,Italy,0.42791244
SRR3679961,,Senior,Sichuan,0.5748673
SRR3679961,,Young,Sichuan,0.4251327
SRR3679980,,Senior,Sichuan,0.02878722
SRR3679980,,Young,Sichuan,0.9712128
SRR5602010,,Senior,Jiangsu,0.5739505
SRR5602010,,Young,Jiangsu,0.42604944
SRR5602016,,Senior,Jiangsu,0.4873248
SRR5602016,,Young,Jiangsu,0.5126752
SRR5602092,,Senior,Jiangsu,0.16449173
SRR5602092,,Young,Jiangsu,0.8355082
SRR5602119,,Senior,Jiangsu,0.12663917
SRR5602119,,Young,Jiangsu,0.8733608
SRR5602125,,Senior,Jiangsu,0.042781893
SRR5602125,,Young,Jiangsu,0.95721817
SRR5602134,,Senior,Jiangsu,0.5764367
SRR5602134,,Young,Jiangsu,0.42356327
SRR5602138,,Senior,Jiangsu,0.22413585
SRR5602138,,Young,Jiangsu,0.7758641
SRR5602145,,Senior,Jiangsu,0.22154121
SRR5602145,,Young,Jiangsu,0.7784588
SRR5602155,,Senior,Jiangsu,0.5751421
SRR5602155,,Young,Jiangsu,0.42485794
SRR5602159,,Senior,Jiangsu,0.27579784
SRR5602159,,Young,Jiangsu,0.7242022
SRR5602160,,Senior,Jiangsu,0.57162684
SRR5602160,,Young,Jiangsu,0.42837316
SRR5602168,,Senior,Jiangsu,0.04631694
SRR5602168,,Young,Jiangsu,0.9536831
SRR5602179,,Senior,Jiangsu,0.029221086
SRR5602179,,Young,Jiangsu,0.9707789
SRR5602182,,Senior,Jiangsu,0.57129836
SRR5602182,,Young,Jiangsu,0.42870164
SRR5602193,,Senior,Jiangsu,0.30622503
SRR5602193,,Young,Jiangsu,0.693775
SRR5602210,,Senior,Jiangsu,0.5509285
SRR5602210,,Young,Jiangsu,0.44907147
SRR5602220,,Senior,Jiangsu,0.56890357
SRR5602220,,Young,Jiangsu,0.43109643
SRR5602234,,Senior,Jiangsu,0.2779418
SRR5602234,,Young,Jiangsu,0.72205824
SRR5602256,,Senior,Jiangsu,0.54980415
SRR5602256,,Young,Jiangsu,0.4501959
SRR5602260,,Senior,Jiangsu,0.50637394
SRR5602260,,Young,Jiangsu,0.49362612
SRR5602284,,Senior,Jiangsu,0.57137984
SRR5602284,,Young,Jiangsu,0.42862016
SRR5602290,,Senior,Jiangsu,0.029953796
SRR5602290,,Young,Jiangsu,0.97004616
SRR5602324,,Senior,Jiangsu,0.17069222
SRR5602324,,Young,Jiangsu,0.82930773
SRR5602333,,Senior,Jiangsu,0.044661954
SRR5602333,,Young,Jiangsu,0.955338
SRR5602335,,Senior,Jiangsu,0.5759438
SRR5602335,,Young,Jiangsu,0.42405617
SRR5602345,,Senior,Jiangsu,0.5746689
SRR5602345,,Young,Jiangsu,0.4253311
SRR5602349,,Senior,Jiangsu,0.42522395
SRR5602349,,Young,Jiangsu,0.57477605
SRR5602351,,Senior,Jiangsu,0.5723299
SRR5602351,,Young,Jiangsu,0.42767015
C010,,Senior,Italy,0.18396536
C010,,Young,Italy,0.8160347
C012,,Senior,Italy,0.10716089
C012,,Young,Italy,0.8928391
C021,,Senior,Italy,0.57036334
C021,,Young,Italy,0.42963666
C042,,Senior,Italy,0.1343618
C042,,Young,Italy,0.8656382
C052,,Senior,Italy,0.5149781
C052,,Young,Italy,0.48502192
S010,,Senior,Italy,0.10106042
S010,,Young,Italy,0.89893955
S020,,Senior,Italy,0.51492095
S020,,Young,Italy,0.485079
S030,,Senior,Italy,0.19307852
S030,,Young,Italy,0.8069215
S050,,Senior,Italy,0.19432618
S050,,Young,Italy,0.8056738
S080,,Senior,Italy,0.028620794
S080,,Young,Italy,0.97137916
S100,,Senior,Italy,0.23820059
S100,,Young,Italy,0.7617994
S110,,Senior,Italy,0.07382869
S110,,Young,Italy,0.92617136
S120,,Senior,Italy,0.40252173
S120,,Young,Italy,0.5974783
S130,,Senior,Italy,0.17542785
S130,,Young,Italy,0.82457215
S150,,Senior,Italy,0.046026208
S150,,Young,Italy,0.95397377
S180,,Senior,Italy,0.5685242
S180,,Young,Italy,0.43147588
S200,,Senior,Italy,0.30136693
S200,,Young,Italy,0.69863313
S210,,Senior,Italy,0.03492011
S210,,Young,Italy,0.96507996
S220,,Senior,Italy,0.50536937
S220,,Young,Italy,0.4946307
S240,,Senior,Italy,0.0435766
S240,,Young,Italy,0.9564234
S260,,Senior,Italy,0.11205508
S260,,Young,Italy,0.887945
S280,,Senior,Italy,0.5629115
S280,,Young,Italy,0.4370885
S290,,Senior,Italy,0.103706375
S290,,Young,Italy,0.8962936
S320,,Senior,Italy,0.06341298
S320,,Young,Italy,0.936587
S330,,Senior,Italy,0.09651162
S330,,Young,Italy,0.9034884
SRR3679961,,Senior,Sichuan,0.50781167
SRR3679961,,Young,Sichuan,0.49218833
SRR3679980,,Senior,Sichuan,0.028620794
SRR3679980,,Young,Sichuan,0.97137916
SRR5602010,,Senior,Jiangsu,0.57041156
SRR5602010,,Young,Jiangsu,0.42958847
SRR5602016,,Senior,Jiangsu,0.5122021
SRR5602016,,Young,Jiangsu,0.48779786
SRR5602092,,Senior,Jiangsu,0.19034979
SRR5602092,,Young,Jiangsu,0.80965024
SRR5602119,,Senior,Jiangsu,0.14100984
SRR5602119,,Young,Jiangsu,0.8589902
SRR5602125,,Senior,Jiangsu,0.051529013
SRR5602125,,Young,Jiangsu,0.94847095
SRR5602134,,Senior,Jiangsu,0.5546417
SRR5602134,,Young,Jiangsu,0.44535825
SRR5602138,,Senior,Jiangsu,0.19400038
SRR5602138,,Young,Jiangsu,0.80599964
SRR5602145,,Senior,Jiangsu,0.16552678
SRR5602145,,Young,Jiangsu,0.83447325
SRR5602155,,Senior,Jiangsu,0.55396
SRR5602155,,Young,Jiangsu,0.44603997
SRR5602159,,Senior,Jiangsu,0.23633505
SRR5602159,,Young,Jiangsu,0.763665
SRR5602160,,Senior,Jiangsu,0.52484035
SRR5602160,,Young,Jiangsu,0.47515965
SRR5602168,,Senior,Jiangsu,0.13064037
SRR5602168,,Young,Jiangsu,0.8693597
SRR5602179,,Senior,Jiangsu,0.028620794
SRR5602179,,Young,Jiangsu,0.97137916
SRR5602182,,Senior,Jiangsu,0.5699939
SRR5602182,,Young,Jiangsu,0.43000615
SRR5602193,,Senior,Jiangsu,0.37512404
SRR5602193,,Young,Jiangsu,0.624876
SRR5602210,,Senior,Jiangsu,0.5014091
SRR5602210,,Young,Jiangsu,0.49859083
SRR5602220,,Senior,Jiangsu,0.20043224
SRR5602220,,Young,Jiangsu,0.7995677
SRR5602234,,Senior,Jiangsu,0.235574
SRR5602234,,Young,Jiangsu,0.76442605
SRR5602256,,Senior,Jiangsu,0.2763115
SRR5602256,,Young,Jiangsu,0.72368854
SRR5602260,,Senior,Jiangsu,0.4513684
SRR5602260,,Young,Jiangsu,0.54863167
SRR5602284,,Senior,Jiangsu,0.5702122
SRR5602284,,Young,Jiangsu,0.42978776
SRR5602290,,Senior,Jiangsu,0.04265102
SRR5602290,,Young,Jiangsu,0.957349
SRR5602324,,Senior,Jiangsu,0.13632569
SRR5602324,,Young,Jiangsu,0.86367434
SRR5602333,,Senior,Jiangsu,0.0817537
SRR5602333,,Young,Jiangsu,0.9182463
SRR5602335,,Senior,Jiangsu,0.5242085
SRR5602335,,Young,Jiangsu,0.4757915
SRR5602345,,Senior,Jiangsu,0.56483316
SRR5602345,,Young,Jiangsu,0.43516684
SRR5602349,,Senior,Jiangsu,0.41190103
SRR5602349,,Young,Jiangsu,0.58809894
SRR5602351,,Senior,Jiangsu,0.5694862
SRR5602351,,Young,Jiangsu,0.43051383
C010,,Senior,Italy,0.1691805
C010,,Young,Italy,0.8308195
C012,,Senior,Italy,0.15852094
C012,,Young,Italy,0.84147906
C021,,Senior,Italy,0.5679728
C021,,Young,Italy,0.4320272
C042,,Senior,Italy,0.094445385
C042,,Young,Italy,0.90555465
C052,,Senior,Italy,0.5680028
C052,,Young,Italy,0.43199712
S010,,Senior,Italy,0.07557738
S010,,Young,Italy,0.92442256
S020,,Senior,Italy,0.5300497
S020,,Young,Italy,0.46995023
S030,,Senior,Italy,0.5719413
S030,,Young,Italy,0.42805874
S050,,Senior,Italy,0.056758653
S050,,Young,Italy,0.9432413
S080,,Senior,Italy,0.028794333
S080,,Young,Italy,0.97120565
S100,,Senior,Italy,0.10227655
S100,,Young,Italy,0.89772344
S110,,Senior,Italy,0.3749078
S110,,Young,Italy,0.62509227
S120,,Senior,Italy,0.57178587
S120,,Young,Italy,0.42821416
S130,,Senior,Italy,0.15175915
S130,,Young,Italy,0.8482408
S150,,Senior,Italy,0.028978126
S150,,Young,Italy,0.97102183
S180,,Senior,Italy,0.5686208
S180,,Young,Italy,0.4313792
S200,,Senior,Italy,0.48537388
S200,,Young,Italy,0.51462615
S210,,Senior,Italy,0.02889168
S210,,Young,Italy,0.97110826
S220,,Senior,Italy,0.5422824
S220,,Young,Italy,0.45771757
S240,,Senior,Italy,0.029368548
S240,,Young,Italy,0.9706315
S260,,Senior,Italy,0.18838955
S260,,Young,Italy,0.8116104
S280,,Senior,Italy,0.56820196
S280,,Young,Italy,0.43179798
S290,,Senior,Italy,0.057950966
S290,,Young,Italy,0.94204897
S320,,Senior,Italy,0.031777255
S320,,Young,Italy,0.96822274
S330,,Senior,Italy,0.5681263
S330,,Young,Italy,0.43187365
SRR3679961,,Senior,Sichuan,0.5714022
SRR3679961,,Young,Sichuan,0.42859775
SRR3679980,,Senior,Sichuan,0.028794333
SRR3679980,,Young,Sichuan,0.97120565
SRR5602010,,Senior,Jiangsu,0.5680541
SRR5602010,,Young,Jiangsu,0.4319459
SRR5602016,,Senior,Jiangsu,0.56802255
SRR5602016,,Young,Jiangsu,0.43197748
SRR5602092,,Senior,Jiangsu,0.12203062
SRR5602092,,Young,Jiangsu,0.87796944
SRR5602119,,Senior,Jiangsu,0.11527082
SRR5602119,,Young,Jiangsu,0.88472915
SRR5602125,,Senior,Jiangsu,0.029767849
SRR5602125,,Young,Jiangsu,0.9702322
SRR5602134,,Senior,Jiangsu,0.5722222
SRR5602134,,Young,Jiangsu,0.42777786
SRR5602138,,Senior,Jiangsu,0.07815024
SRR5602138,,Young,Jiangsu,0.9218498
SRR5602145,,Senior,Jiangsu,0.22978783
SRR5602145,,Young,Jiangsu,0.7702122
SRR5602155,,Senior,Jiangsu,0.57094926
SRR5602155,,Young,Jiangsu,0.42905077
SRR5602159,,Senior,Jiangsu,0.09145278
SRR5602159,,Young,Jiangsu,0.90854716
SRR5602160,,Senior,Jiangsu,0.5674837
SRR5602160,,Young,Jiangsu,0.43251628
SRR5602168,,Senior,Jiangsu,0.06335656
SRR5602168,,Young,Jiangsu,0.9366435
SRR5602179,,Senior,Jiangsu,0.42482328
SRR5602179,,Young,Jiangsu,0.57517666
SRR5602182,,Senior,Jiangsu,0.56872207
SRR5602182,,Young,Jiangsu,0.43127796
SRR5602193,,Senior,Jiangsu,0.27169687
SRR5602193,,Young,Jiangsu,0.72830313
SRR5602210,,Senior,Jiangsu,0.5643707
SRR5602210,,Young,Jiangsu,0.43562928
SRR5602220,,Senior,Jiangsu,0.5592458
SRR5602220,,Young,Jiangsu,0.44075418
SRR5602234,,Senior,Jiangsu,0.16664718
SRR5602234,,Young,Jiangsu,0.83335286
SRR5602256,,Senior,Jiangsu,0.47651133
SRR5602256,,Young,Jiangsu,0.52348864
SRR5602260,,Senior,Jiangsu,0.5082943
SRR5602260,,Young,Jiangsu,0.4917057
SRR5602284,,Senior,Jiangsu,0.5683526
SRR5602284,,Young,Jiangsu,0.43164748
SRR5602290,,Senior,Jiangsu,0.11951395
SRR5602290,,Young,Jiangsu,0.8804861
SRR5602324,,Senior,Jiangsu,0.07439377
SRR5602324,,Young,Jiangsu,0.9256062
SRR5602333,,Senior,Jiangsu,0.049605656
SRR5602333,,Young,Jiangsu,0.95039433
SRR5602335,,Senior,Jiangsu,0.56599605
SRR5602335,,Young,Jiangsu,0.43400395
SRR5602345,,Senior,Jiangsu,0.5713604
SRR5602345,,Young,Jiangsu,0.42863956
SRR5602349,,Senior,Jiangsu,0.24814028
SRR5602349,,Young,Jiangsu,0.7518597
SRR5602351,,Senior,Jiangsu,0.5681762
SRR5602351,,Young,Jiangsu,0.4318238
C010,,Senior,Italy,0.040842336
C010,,Young,Italy,0.9591577
C012,,Senior,Italy,0.06848862
C012,,Young,Italy,0.93151134
C021,,Senior,Italy,0.043926638
C021,,Young,Italy,0.9560734
C042,,Senior,Italy,0.042175055
C042,,Young,Italy,0.95782495
C052,,Senior,Italy,0.5014091
C052,,Young,Italy,0.49859083
S010,,Senior,Italy,0.040041726
S010,,Young,Italy,0.9599583
S020,,Senior,Italy,0.50377214
S020,,Young,Italy,0.4962279
S030,,Senior,Italy,0.07723856
S030,,Young,Italy,0.9227614
S050,,Senior,Italy,0.051896907
S050,,Young,Italy,0.94810313
S080,,Senior,Italy,0.028620716
S080,,Young,Italy,0.9713793
S100,,Senior,Italy,0.06445662
S100,,Young,Italy,0.9355434
S110,,Senior,Italy,0.074497566
S110,,Young,Italy,0.9255025
S120,,Senior,Italy,0.5100921
S120,,Young,Italy,0.48990795
S130,,Senior,Italy,0.04275464
S130,,Young,Italy,0.95724535
S150,,Senior,Italy,0.028869143
S150,,Young,Italy,0.97113085
S180,,Senior,Italy,0.55966747
S180,,Young,Italy,0.44033253
S200,,Senior,Italy,0.4789814
S200,,Young,Italy,0.52101856
S210,,Senior,Italy,0.029517349
S210,,Young,Italy,0.9704826
S220,,Senior,Italy,0.5302673
S220,,Young,Italy,0.46973267
S240,,Senior,Italy,0.029402353
S240,,Young,Italy,0.9705977
S260,,Senior,Italy,0.057389602
S260,,Young,Italy,0.94261044
S280,,Senior,Italy,0.5535239
S280,,Young,Italy,0.44647616
S290,,Senior,Italy,0.05718892
S290,,Young,Italy,0.9428111
S320,,Senior,Italy,0.030616123
S320,,Young,Italy,0.9693839
S330,,Senior,Italy,0.12250332
S330,,Young,Italy,0.8774966
SRR3679961,,Senior,Sichuan,0.557894
SRR3679961,,Young,Sichuan,0.44210607
SRR3679980,,Senior,Sichuan,0.028620716
SRR3679980,,Young,Sichuan,0.9713793
SRR5602010,,Senior,Jiangsu,0.5700245
SRR5602010,,Young,Jiangsu,0.42997554
SRR5602016,,Senior,Jiangsu,0.56503135
SRR5602016,,Young,Jiangsu,0.43496868
SRR5602092,,Senior,Jiangsu,0.5285189
SRR5602092,,Young,Jiangsu,0.47148108
SRR5602119,,Senior,Jiangsu,0.5270049
SRR5602119,,Young,Jiangsu,0.47299507
SRR5602125,,Senior,Jiangsu,0.03178063
SRR5602125,,Young,Jiangsu,0.96821934
SRR5602134,,Senior,Jiangsu,0.5595371
SRR5602134,,Young,Jiangsu,0.4404629
SRR5602138,,Senior,Jiangsu,0.5476279
SRR5602138,,Young,Jiangsu,0.45237204
SRR5602145,,Senior,Jiangsu,0.20360081
SRR5602145,,Young,Jiangsu,0.7963992
SRR5602155,,Senior,Jiangsu,0.5665148
SRR5602155,,Young,Jiangsu,0.43348515
SRR5602159,,Senior,Jiangsu,0.5466085
SRR5602159,,Young,Jiangsu,0.45339146
SRR5602160,,Senior,Jiangsu,0.5474499
SRR5602160,,Young,Jiangsu,0.4525501
SRR5602168,,Senior,Jiangsu,0.03490149
SRR5602168,,Young,Jiangsu,0.9650985
SRR5602179,,Senior,Jiangsu,0.028620716
SRR5602179,,Young,Jiangsu,0.9713793
SRR5602182,,Senior,Jiangsu,0.5629785
SRR5602182,,Young,Jiangsu,0.43702146
SRR5602193,,Senior,Jiangsu,0.53362054
SRR5602193,,Young,Jiangsu,0.4663794
SRR5602210,,Senior,Jiangsu,0.5014815
SRR5602210,,Young,Jiangsu,0.49851844
SRR5602220,,Senior,Jiangsu,0.5014091
SRR5602220,,Young,Jiangsu,0.49859083
SRR5602234,,Senior,Jiangsu,0.53022027
SRR5602234,,Young,Jiangsu,0.46977973
SRR5602256,,Senior,Jiangsu,0.38456267
SRR5602256,,Young,Jiangsu,0.6154373
SRR5602260,,Senior,Jiangsu,0.3903657
SRR5602260,,Young,Jiangsu,0.6096343
SRR5602284,,Senior,Jiangsu,0.5601945
SRR5602284,,Young,Jiangsu,0.43980554
SRR5602290,,Senior,Jiangsu,0.07748797
SRR5602290,,Young,Jiangsu,0.92251205
SRR5602324,,Senior,Jiangsu,0.5461619
SRR5602324,,Young,Jiangsu,0.4538381
SRR5602333,,Senior,Jiangsu,0.03831646
SRR5602333,,Young,Jiangsu,0.9616836
SRR5602335,,Senior,Jiangsu,0.5657606
SRR5602335,,Young,Jiangsu,0.43423948
SRR5602345,,Senior,Jiangsu,0.40616465
SRR5602345,,Young,Jiangsu,0.59383535
SRR5602349,,Senior,Jiangsu,0.5317521
SRR5602349,,Young,Jiangsu,0.4682479
SRR5602351,,Senior,Jiangsu,0.57043886
SRR5602351,,Young,Jiangsu,0.42956114
C010,,Senior,Italy,0.43096197
C010,,Young,Italy,0.5690381
C012,,Senior,Italy,0.56627566
C012,,Young,Italy,0.4337243
C021,,Senior,Italy,0.5752645
C021,,Young,Italy,0.42473546
